Location,Code,GeographicLevel
KIMANAIT,101316007,Bgy
KIPADUKAN,101316008,Bgy
LANGCATAON,101316009,Bgy
LANTAY,101316010,Bgy
MADAYA,101316011,Bgy
MALIPAYON,101316012,Bgy
MENDIS,101316013,Bgy
NABALIWA,101316014,Bgy
NEW EDEN,101316015,Bgy
PAYAD,101316016,Bgy
PIGTAURANAN,101316017,Bgy
POBLACION,101316018,Bgy
PORTULIN,101316019,Bgy
QUEZON,101317000,Mun
BUTONG,101317001,Bgy
CEBOLE,101317002,Bgy
DELAPA,101317003,Bgy
DUMALAMA,101317004,Bgy
C-HANDUMANAN,101317006,Bgy
CAWAYAN,101317007,Bgy
KIBURIAO,101317008,Bgy
KIPAYPAYON,101317009,Bgy
LIBERTAD,101317010,Bgy
LINABO,101317012,Bgy
LIPA,101317013,Bgy
LUMINTAO,101317014,Bgy
MAGSAYSAY,101317016,Bgy
MAHAYAG,101317017,Bgy
MANUTO,101317018,Bgy
MERANGERANG,101317019,Bgy
MIBANTANG,101317020,Bgy
MINONGAN,101317021,Bgy
MINSAMONGAN,101317022,Bgy
PAITAN,101317025,Bgy
PALACAPAO,101317026,Bgy
PINILAYAN,101317027,Bgy
POBLACION (KIOKONG),101317028,Bgy
PUNTIAN,101317029,Bgy
SALAWAGAN,101317030,Bgy
SAN ISIDRO,101317031,Bgy
SAN JOSE,101317032,Bgy
SAN ROQUE,101317033,Bgy
SANTA CRUZ,101317034,Bgy
SANTA FILOMENA,101317035,Bgy
MINSALIRAK,101317036,Bgy
SAN FERNANDO,101318000,Mun
BONACAO,101318001,Bgy
CABULING,101318002,Bgy
KAWAYAN,101318003,Bgy
CAYAGA,101318004,Bgy
DAO,101318005,Bgy
DURIAN,101318007,Bgy
IGLUGSAD,101318009,Bgy
KALAGANGAN,101318010,Bgy
KIBONGCOG,101318014,Bgy
LITTLE BAGUIO,101318016,Bgy
NACABUKLAD,101318019,Bgy
NAMNAM,101318020,Bgy
PALACPACAN,101318021,Bgy
HALAPITAN (POB.),101318022,Bgy
SAN JOSE,101318023,Bgy
SANTO DOMINGO,101318024,Bgy
TUGOP,101318025,Bgy
MATUPE,101318026,Bgy
BULALANG,101318027,Bgy
CANDELARIA,101318028,Bgy
MABUHAY,101318029,Bgy
MAGKALUNGAY,101318030,Bgy
MALAYANAN,101318031,Bgy
SACRAMENTO VALLEY,101318032,Bgy
SUMILAO,101319000,Mun
KISOLON,101319001,Bgy
CULASI,101319002,Bgy
LICOAN,101319003,Bgy
LUPIAGAN,101319004,Bgy
OCASION,101319005,Bgy
PUNTIAN,101319006,Bgy
SAN ROQUE,101319007,Bgy
SAN VICENTE,101319008,Bgy
POBLACION,101319009,Bgy
VISTA VILLA,101319010,Bgy
TALAKAG,101320000,Mun
BASAK,101320001,Bgy
BAYLANAN,101320002,Bgy
CACAON,101320003,Bgy
COLAWINGON,101320004,Bgy
COSINA,101320005,Bgy
DAGUMBAAN,101320006,Bgy
DAGUNDALAHON,101320007,Bgy
DOMINOROG,101320008,Bgy
LAPOK,101320009,Bgy
INDULANG,101320010,Bgy
LANTUD,101320011,Bgy
LIGURON,101320013,Bgy
LINGI-ON,101320014,Bgy
LIRONGAN,101320015,Bgy
SANTO NIÑO (LUMBAYAWA),101320016,Bgy
MIARAYON,101320018,Bgy
BARANGAY 1 (POB.),101320019,Bgy
BARANGAY 2 (POB.),101320020,Bgy
BARANGAY 3 (POB.),101320021,Bgy
BARANGAY 4 (POB.),101320022,Bgy
BARANGAY 5 (POB.),101320023,Bgy
SAGARAN,101320024,Bgy
SALUCOT,101320025,Bgy
SAN ANTONIO,101320026,Bgy
SAN ISIDRO,101320027,Bgy
SAN MIGUEL,101320028,Bgy
SAN RAFAEL,101320029,Bgy
TAGBAK,101320030,Bgy
TIKALAAN,101320031,Bgy
CITY OF VALENCIA,101321000,City
BAGONTAAS,101321001,Bgy
BANLAG,101321002,Bgy
BAROBO,101321003,Bgy
BATANGAN,101321004,Bgy
CATUMBALON,101321005,Bgy
COLONIA,101321006,Bgy
CONCEPCION,101321007,Bgy
DAGAT-KIDAVAO,101321008,Bgy
GUINOYURAN,101321010,Bgy
KAHAPUNAN,101321011,Bgy
LALIGAN,101321012,Bgy
LILINGAYON,101321013,Bgy
LOURDES,101321014,Bgy
LUMBAYAO,101321015,Bgy
LUMBO,101321016,Bgy
LUROGAN,101321017,Bgy
MAAPAG,101321018,Bgy
MABUHAY,101321019,Bgy
MAILAG,101321020,Bgy
MT. NEBO,101321021,Bgy
NABAGO,101321022,Bgy
PINATILAN,101321023,Bgy
POBLACION,101321024,Bgy
SAN CARLOS,101321025,Bgy
SAN ISIDRO,101321026,Bgy
SINABUAGAN,101321028,Bgy
SINAYAWAN,101321029,Bgy
SUGOD,101321030,Bgy
TONGANTONGAN,101321033,Bgy
TUGAYA,101321034,Bgy
VINTAR,101321035,Bgy
CABANGLASAN,101322000,Mun
CABULOHAN,101322001,Bgy
CANANGAAN,101322002,Bgy
IBA,101322003,Bgy
IMBATUG,101322004,Bgy
LAMBANGAN,101322005,Bgy
MANDAING,101322006,Bgy
PARADISE,101322007,Bgy
POBLACION,101322008,Bgy
ANLOGAN,101322009,Bgy
CAPINONAN,101322010,Bgy
DALACUTAN,101322011,Bgy
FREEDOM,101322012,Bgy
MANDAHIKAN,101322013,Bgy
MAUSWAGON,101322014,Bgy
JASAAN,101322015,Bgy
CAMIGUIN,101800000,Prov
CATARMAN,101801000,Mun
ALGA,101801001,Bgy
BONBON,101801002,Bgy
BURA,101801003,Bgy
CATIBAC,101801004,Bgy
COMPOL,101801005,Bgy
LAWIGAN,101801006,Bgy
LILOAN,101801007,Bgy
LOOC,101801008,Bgy
MAINIT,101801009,Bgy
MANDUAO,101801010,Bgy
PANGHIAWAN,101801011,Bgy
POBLACION,101801012,Bgy
SANTO NIÑO,101801013,Bgy
TANGARO,101801014,Bgy
GUINSILIBAN,101802000,Mun
BUTAY,101802001,Bgy
CABUAN,101802002,Bgy
CANTAAN,101802003,Bgy
LIONG,101802004,Bgy
MAAC,101802005,Bgy
NORTH POBLACION,101802006,Bgy
SOUTH POBLACION,101802007,Bgy
MAHINOG,101803000,Mun
BENONI,101803001,Bgy
BINATUBO (BINALIWAN),101803002,Bgy
CATOHUGAN,101803004,Bgy
HUBANGON,101803005,Bgy
OWAKAN,101803006,Bgy
POBLACION,101803007,Bgy
PUNTOD,101803008,Bgy
SAN ISIDRO,101803009,Bgy
SAN JOSE,101803010,Bgy
SAN MIGUEL,101803011,Bgy
SAN ROQUE,101803012,Bgy
TUBOD,101803013,Bgy
TUPSAN PEQUEÑO,101803014,Bgy
MAMBAJAO (CAPITAL),101804000,Mun
AGOHO,101804001,Bgy
ANITO,101804002,Bgy
BALBAGON,101804003,Bgy
BAYLAO,101804004,Bgy
BENHAAN,101804005,Bgy
BUG-ONG,101804006,Bgy
KUGUITA,101804007,Bgy
MAGTING,101804008,Bgy
NAASAG,101804009,Bgy
PANDAN,101804010,Bgy
POBLACION,101804011,Bgy
SORO-SORO,101804015,Bgy
TAGDO,101804016,Bgy
TUPSAN,101804017,Bgy
YUMBING,101804018,Bgy
SAGAY,101805000,Mun
ALANGILAN,101805001,Bgy
BACNIT,101805002,Bgy
BALITE,101805003,Bgy
BONBON,101805004,Bgy
BUGANG,101805005,Bgy
CUNA,101805006,Bgy
MANUYOG,101805007,Bgy
MAYANA,101805008,Bgy
POBLACION,101805009,Bgy
LANAO DEL NORTE,103500000,Prov
BACOLOD,103501000,Mun
ALEGRIA,103501001,Bgy
BABALAYA,103501002,Bgy
BABALAYAN TOWNSITE,103501003,Bgy
BINUNI,103501005,Bgy
DEMOLOGAN,103501006,Bgy
DIMARAO,103501007,Bgy
ESPERANZA,103501008,Bgy
KAHAYAG,103501009,Bgy
LIANGAN EAST,103501010,Bgy
PUNOD (MALIWANAG),103501012,Bgy
MATI,103501013,Bgy
MINAULON,103501016,Bgy
PAGAYAWAN,103501017,Bgy
POBLACION BACOLOD,103501018,Bgy
RUPAGAN,103501019,Bgy
DELABAYAN WEST,103501020,Bgy
BALOI,103502000,Mun
ABAGA,103502001,Bgy
ADAPUN-ALI (DARIAT),103502002,Bgy
ANGANDOG (BULAO),103502003,Bgy
ANGAYEN (BALUT),103502004,Bgy
BANGKO,103502005,Bgy
BATOLACONGAN (BASAGAD),103502006,Bgy
BUENAVISTA,103502007,Bgy
CADAYONAN,103502009,Bgy
LANDA (GADONGAN),103502012,Bgy
LUMBAC,103502013,Bgy
MAMAANUN,103502014,Bgy
MARIA-CRISTINA,103502015,Bgy
MATAMPAY,103502016,Bgy
NANGKA,103502017,Bgy
PACALUNDO,103502019,Bgy
POBLACION EAST,103502022,Bgy
POBLACION WEST,103502023,Bgy
SANDOR (DADUAN),103502025,Bgy
SANGCAD (CORMATAN ),103502026,Bgy
SARIP-ALAWI (PAYAWAN),103502027,Bgy
SIGAYAN,103502028,Bgy
BAROY,103503000,Mun
ANDIL,103503001,Bgy
BAGONG DAWIS,103503002,Bgy
BAROY DAKU,103503003,Bgy
BATO,103503004,Bgy
CABASAGAN,103503005,Bgy
DALAMA,103503006,Bgy
LIBERTAD,103503007,Bgy
LIMWAG,103503008,Bgy
LINDONGAN,103503009,Bgy
MALIWANAG,103503011,Bgy
MANAN-AO,103503012,Bgy
PANGE,103503013,Bgy
PINDOLONAN,103503014,Bgy
POBLACION,103503015,Bgy
PRINCESA,103503016,Bgy
RAWAN POINT,103503017,Bgy
RIVERSIDE,103503018,Bgy
SAGADAN (SAGADAN LOWER),103503019,Bgy
SALONG,103503020,Bgy
TINUBDAN,103503021,Bgy
SAGADAN UPPER,103503022,Bgy
SAN JUAN,103503023,Bgy
VILLAGE,103503024,Bgy
CITY OF ILIGAN,103504000,City
ABUNO,103504001,Bgy
BONBONON,103504002,Bgy
BUNAWAN,103504003,Bgy
BURU-UN,103504005,Bgy
DALIPUGA,103504006,Bgy
DIGKILAAN,103504007,Bgy
HINAPLANON,103504008,Bgy
KABACSANAN,103504010,Bgy
KIWALAN,103504011,Bgy
MAHAYHAY,103504012,Bgy
MAINIT,103504013,Bgy
MANDULOG,103504014,Bgy
MARIA CRISTINA,103504015,Bgy
PALAO,103504016,Bgy
POBLACION,103504017,Bgy
PUGA-AN,103504018,Bgy
ROGONGON,103504019,Bgy
SANTA ELENA,103504021,Bgy
SANTA FILOMENA,103504022,Bgy
SUAREZ,103504024,Bgy
TAMBACAN,103504025,Bgy
SARAY-TIBANGA,103504026,Bgy
TIPANOY,103504027,Bgy
TOMINOBO PROPER,103504028,Bgy
TOMINOBO UPPER,103504029,Bgy
TUBOD,103504030,Bgy
BAGONG SILANG,103504031,Bgy
DEL CARMEN,103504032,Bgy
DULAG,103504033,Bgy
SAN MIGUEL,103504034,Bgy
SANTIAGO,103504035,Bgy
SANTO ROSARIO,103504036,Bgy
TIBANGA,103504037,Bgy
ACMAC,103504038,Bgy
DITUCALAN,103504039,Bgy
HINDANG,103504040,Bgy
KALILANGAN,103504041,Bgy
LANIPAO,103504042,Bgy
LUINAB,103504043,Bgy
PANOROGANAN,103504044,Bgy
SAN ROQUE,103504045,Bgy
UBALDO LAYA,103504046,Bgy
UPPER HINAPLANON,103504047,Bgy
VILLA VERDE,103504048,Bgy
KAPATAGAN,103505000,Mun
BAGONG BADIAN,103505001,Bgy
BAGONG SILANG,103505003,Bgy
BALILI,103505004,Bgy
BANSARVIL,103505005,Bgy
BELIS,103505007,Bgy
BUENAVISTA,103505008,Bgy
BUTADON,103505010,Bgy
CATHEDRAL FALLS,103505012,Bgy
CONCEPCION,103505014,Bgy
CURVADA,103505015,Bgy
DE ASIS,103505016,Bgy
DONGGOAN,103505018,Bgy
DURANO,103505019,Bgy
KAHAYAGAN,103505021,Bgy
KIDALOS,103505026,Bgy
LA LIBERTAD,103505027,Bgy
LAPINIG,103505028,Bgy
MAHAYAHAY,103505030,Bgy
MALINAS,103505031,Bgy
MARANDING,103505033,Bgy
MARGOS,103505034,Bgy
POBLACION,103505036,Bgy
PULANG YUTA,103505038,Bgy
SAN ISIDRO,103505039,Bgy
SAN VICENTE,103505040,Bgy
SANTA CRUZ,103505041,Bgy
SANTO TOMAS,103505042,Bgy
SUSO,103505043,Bgy
TAGUITIC,103505046,Bgy
TIACONGAN,103505047,Bgy
TIPOLO,103505048,Bgy
TULATULAHAN,103505049,Bgy
WATERFALLS,103505050,Bgy
SULTAN NAGA DIMAPORO (KAROMATAN),103506000,Mun
BANGAAN,103506001,Bgy
BANGCO,103506002,Bgy
BANSARVIL II,103506003,Bgy
BAUYAN,103506004,Bgy
CABONGBONGAN,103506005,Bgy
CALIBAO,103506006,Bgy
CALIPAPA,103506007,Bgy
CALUBE,103506008,Bgy
CAMPO ISLAM,103506009,Bgy
CAPOCAO,103506010,Bgy
DABLISTON,103506011,Bgy
DANGULAAN,103506012,Bgy
DITAGO,103506013,Bgy
ILIAN,103506014,Bgy
KAUSWAGAN,103506015,Bgy
KIRAPAN,103506016,Bgy
KOREO,103506017,Bgy
LANTAWAN,103506018,Bgy
MABUHAY,103506019,Bgy
MAGUINDANAO,103506020,Bgy
MAHAYAHAY,103506021,Bgy
MAMAGUM,103506022,Bgy
PANDANAN,103506023,Bgy
PAYONG,103506024,Bgy
PIRAKA,103506025,Bgy
PIKALAWAG,103506026,Bgy
PIKINIT,103506027,Bgy
POBLACION,103506028,Bgy
RAMAIN,103506029,Bgy
REBUCON,103506030,Bgy
SIGAYAN,103506031,Bgy
SUGOD,103506032,Bgy
TAGULO,103506033,Bgy
TANTAON,103506034,Bgy
TOPOCON (CAPOCGO),103506035,Bgy
DALAMA,103506036,Bgy
MINA,103506037,Bgy
KAUSWAGAN,103507000,Mun
BAGUMBAYAN (POB.),103507001,Bgy
BARA-ASON,103507002,Bgy
CAYONTOR,103507003,Bgy
DELABAYAN,103507004,Bgy
INUDARAN,103507005,Bgy
KAWIT OCCIDENTAL,103507006,Bgy
KAWIT ORIENTAL,103507007,Bgy
LIBERTAD,103507008,Bgy
PAITON,103507009,Bgy
POBLACION,103507010,Bgy
TACUB,103507011,Bgy
TINGINTINGIN,103507012,Bgy
TUGAR,103507013,Bgy
KOLAMBUGAN,103508000,Mun
AUSTIN HEIGHTS,103508001,Bgy
BAYBAY,103508002,Bgy
BUBONG,103508004,Bgy
CAROMATAN,103508005,Bgy
INUDARAN,103508006,Bgy
KULASIHAN,103508007,Bgy
LIBERTAD,103508009,Bgy
LUMBAC,103508010,Bgy
MANGA,103508011,Bgy
MATAMPAY,103508012,Bgy
MUKAS,103508013,Bgy
MUNTAY,103508014,Bgy
PAGALUNGAN,103508016,Bgy
PALAO,103508017,Bgy
PANTAON,103508018,Bgy
PANTAR,103508019,Bgy
POBLACION,103508020,Bgy
REBUCON,103508021,Bgy
RIVERSIDE,103508022,Bgy
SAN ROQUE,103508023,Bgy
SANTO NIÑO,103508024,Bgy
SIMBUCO,103508025,Bgy
SMALL BANISILAN,103508026,Bgy
SUCODAN,103508027,Bgy
TABIGUE,103508028,Bgy
TITUNOD,103508029,Bgy
LALA,103509000,Mun
ABAGA,103509001,Bgy
ANDIL,103509002,Bgy
MATAMPAY BUCANA,103509003,Bgy
DARUMAWANG BUCANA,103509004,Bgy
CABASAGAN,103509005,Bgy
CAMALAN,103509006,Bgy
DARUMAWANG ILAYA,103509008,Bgy
EL SALVADOR,103509009,Bgy
GUMAGAMOT,103509010,Bgy
LALA PROPER (POB.),103509012,Bgy
LANIPAO,103509013,Bgy
MAGPATAO,103509014,Bgy
MARANDING,103509015,Bgy
MATAMPAY ILAYA,103509016,Bgy
PACITA,103509017,Bgy
PENDOLONAN,103509018,Bgy
PINOYAK,103509019,Bgy
RAW-AN,103509020,Bgy
REBE,103509021,Bgy
SAN ISIDRO LOWER,103509022,Bgy
SAN ISIDRO UPPER,103509023,Bgy
SAN MANUEL,103509024,Bgy
SANTA CRUZ LOWER,103509025,Bgy
SANTA CRUZ UPPER,103509026,Bgy
SIMPAK,103509027,Bgy
TENAZAS,103509028,Bgy
TUNA-AN,103509029,Bgy
LINAMON,103510000,Mun
BUSQUE,103510001,Bgy
LARAPAN,103510002,Bgy
MAGOONG,103510003,Bgy
NAPO,103510004,Bgy
POBLACION,103510005,Bgy
PURAKAN,103510006,Bgy
ROBOCON,103510007,Bgy
SAMBURON,103510008,Bgy
MAGSAYSAY,103511000,Mun
BABASALON,103511001,Bgy
BAGUIGUICON,103511002,Bgy
DAAN CAMPO,103511003,Bgy
DURIANON,103511004,Bgy
ILIHAN,103511005,Bgy
LAMIGADATO,103511006,Bgy
LEMONCRET,103511007,Bgy
LUBO,103511008,Bgy
LUMBAC,103511009,Bgy
MALABAOGAN,103511010,Bgy
MAPANTAO,103511011,Bgy
OLANGO,103511012,Bgy
PANGAO,103511013,Bgy
PELINGKINGAN,103511014,Bgy
LOWER CANINGAG (PERIMBANGAN),103511015,Bgy
POBLACION (BAGO-A-INGUD),103511016,Bgy
RARAB,103511017,Bgy
SOMIORANG,103511018,Bgy
UPPER CANINGAG (TAGUITINGAN),103511019,Bgy
TALAMBO,103511020,Bgy
TAMBACON,103511021,Bgy
TAWINIAN,103511022,Bgy
TIPAAN,103511023,Bgy
TOMBADOR,103511024,Bgy
MAIGO,103512000,Mun
BALAGATASA,103512001,Bgy
CAMP 1,103512002,Bgy
CLARO M. RECTO,103512003,Bgy
INOMA,103512004,Bgy
LABUAY,103512005,Bgy
LIANGAN WEST,103512006,Bgy
MAHAYAHAY,103512007,Bgy
MALIWANAG,103512008,Bgy
MENTRING,103512009,Bgy
POBLACION,103512010,Bgy
SANTA CRUZ,103512011,Bgy
SEGAPOD,103512012,Bgy
KULASIHAN (VILLANUEVA),103512013,Bgy
MATUNGAO,103513000,Mun
BUBONG RADAPAN,103513001,Bgy
BANGCO,103513002,Bgy
BATAL,103513003,Bgy
BATANGAN,103513004,Bgy
CADAYONAN,103513005,Bgy
MATAMPAY,103513013,Bgy
PANGI,103513015,Bgy
PASAYANON,103513016,Bgy
POBLACION (MATUNGAO),103513018,Bgy
PUNTOD,103513019,Bgy
SANTA CRUZ,103513020,Bgy
SOMIORANG,103513021,Bgy
MUNAI,103514000,Mun
BACAYAWAN,103514001,Bgy
BALABACUN,103514002,Bgy
BALINTAD,103514003,Bgy
KADAYONAN,103514005,Bgy
DALAMA,103514008,Bgy
LINDONGAN,103514011,Bgy
LINGCO-AN,103514012,Bgy
LININDING,103514013,Bgy
LUMBA-BAYABAO,103514014,Bgy
MADAYA,103514015,Bgy
MAGANDING,103514016,Bgy
MATAMPAY,103514019,Bgy
OLD POBLACION,103514020,Bgy
NORTH CADULAWAN,103514021,Bgy
PANGGAO,103514022,Bgy
PANTAO,103514023,Bgy
PANTAO-A-MUNAI,103514024,Bgy
PANTAON,103514025,Bgy
PINDOLONAN,103514026,Bgy
PUNONG,103514027,Bgy
RAMAIN,103514028,Bgy
SANDIGAMUNAI,103514029,Bgy
TAGORANAO,103514031,Bgy
TAMBO,103514032,Bgy
TAMPARAN (MANDAYA),103514033,Bgy
TAPOROG,103514034,Bgy
NUNUNGAN,103515000,Mun
ABAGA,103515001,Bgy
BANGCO,103515002,Bgy
CANIBONGAN,103515003,Bgy
KARCUM,103515004,Bgy
DIMAYON,103515005,Bgy
INAYAWAN,103515006,Bgy
KALUDAN,103515008,Bgy
KATUBUAN,103515010,Bgy
CABASARAN (LAYA),103515011,Bgy
LIANGAN,103515012,Bgy
LUPITAN,103515013,Bgy
MANGAN,103515014,Bgy
MALAIG,103515015,Bgy
MASIBAY,103515016,Bgy
POBLACION (NUNUNGAN PROPER),103515017,Bgy
NOTONGAN,103515018,Bgy
PETADUN,103515019,Bgy
PANGANAPAN,103515020,Bgy
PANTAR,103515021,Bgy
PARIDI,103515022,Bgy
RARAB,103515023,Bgy
RARABAN,103515024,Bgy
REBUCON,103515025,Bgy
SONGGOD,103515026,Bgy
TARAKA,103515027,Bgy
PANTAO RAGAT,103516000,Mun
ALOON,103516001,Bgy
BANDAY,103516003,Bgy
BOBONGA PANTAO RAGAT,103516004,Bgy
BOBONGA RADAPAN,103516005,Bgy
CABASAGAN,103516006,Bgy
CALAWE,103516008,Bgy
CULUBUN,103516009,Bgy
DILIMBAYAN,103516010,Bgy
DIMAYON,103516011,Bgy
POBLACION EAST,103516012,Bgy
LOMIDONG,103516013,Bgy
MADAYA,103516015,Bgy
MALIWANAG,103516016,Bgy
MATAMPAY,103516017,Bgy
NATANGCOPAN,103516018,Bgy
PANSOR,103516019,Bgy
PANTAO MARUG,103516021,Bgy
TANGCAL,103516022,Bgy
TONGCOPAN,103516023,Bgy
POBLACION WEST,103516024,Bgy
POONA PIAGAPO,103517000,Mun
ALOWIN,103517001,Bgy
BUBONG-DINAIG,103517002,Bgy
CAROMATAN,103517003,Bgy
DARAMBA,103517004,Bgy
DINAIG,103517005,Bgy
CABASARAN,103517007,Bgy
KABLANGAN,103517008,Bgy
CADAYONAN,103517009,Bgy
LININDINGAN,103517010,Bgy
LUMBATAN,103517012,Bgy
LUPITAN,103517013,Bgy
MADAMBA,103517014,Bgy
MADAYA,103517015,Bgy
MALIWANAG,103517016,Bgy
NUNANG,103517017,Bgy
NUNUNGAN,103517018,Bgy
PANTAO RAYA,103517019,Bgy
PANTAON,103517020,Bgy
PENED,103517021,Bgy
PIANGAMANGAAN,103517022,Bgy
PENDOLONAN,103517023,Bgy
POBLACION (LUMBACAINGUD),103517024,Bgy
SULO,103517025,Bgy
TAGORANAO,103517026,Bgy
TANGCLAO,103517027,Bgy
TIMBANGALAN,103517028,Bgy
SALVADOR,103518000,Mun
BARANDIA,103518001,Bgy
BULACON,103518002,Bgy
BUNTONG,103518003,Bgy
CALIMODAN,103518004,Bgy
CAMP III,103518005,Bgy
CURVA-MIAGAO,103518006,Bgy
DALIGDIGAN,103518007,Bgy
KILALA,103518008,Bgy
MABATAO,103518009,Bgy
MADAYA,103518010,Bgy
MAMAANON,103518011,Bgy
MAPANTAO,103518012,Bgy
MINDALANO,103518013,Bgy
PADIANAN,103518014,Bgy
PAGALONGAN,103518015,Bgy
PAGAYAWAN,103518016,Bgy
PANALIWAD-ON,103518017,Bgy
PANGANTAPAN,103518018,Bgy
PANSOR,103518019,Bgy
PATIDON,103518020,Bgy
PAWAK,103518021,Bgy
POBLACION,103518022,Bgy
SAUMAY,103518023,Bgy
SUDLON,103518024,Bgy
INASAGAN,103518025,Bgy
SAPAD,103519000,Mun
BANING,103519001,Bgy
BURIASAN (POB.),103519002,Bgy
DANSALAN,103519004,Bgy
GAMAL,103519005,Bgy
INUDARAN I,103519006,Bgy
INUDARAN II,103519007,Bgy
KARKUM,103519008,Bgy
KATIPUNAN,103519009,Bgy
MABUGNAO,103519010,Bgy
MAITO SALUG,103519011,Bgy
MALA SALUG,103519012,Bgy
MAMA-ANON,103519013,Bgy
MAPUROG,103519014,Bgy
PANCILAN,103519016,Bgy
PANOLOON,103519017,Bgy
PILI,103519018,Bgy
SAPAD,103519019,Bgy
TAGOLOAN,103520000,Mun
DALAMAS,103520001,Bgy
DARIMBANG,103520002,Bgy
DIMAYON,103520003,Bgy
INAGONGAN,103520004,Bgy
KIAZAR (POB.),103520005,Bgy
MALIMBATO,103520006,Bgy
PANALAWAN,103520007,Bgy
TANGCAL,103521000,Mun
SMALL BANISILON,103521001,Bgy
BAYABAO,103521003,Bgy
BERWAR,103521004,Bgy
BIG BANISILON,103521005,Bgy
BIG MELADOC,103521006,Bgy
BUBONG,103521007,Bgy
LAMAOSA,103521008,Bgy
LINAO,103521009,Bgy
LINDONGAN,103521010,Bgy
LINGCO-AN,103521011,Bgy
SMALL MELADOC,103521013,Bgy
PAPAN,103521014,Bgy
PELINGKINGAN,103521016,Bgy
POBLACION,103521017,Bgy
POONA KAPATAGAN,103521018,Bgy
PUNOD,103521019,Bgy
SOMIORANG,103521021,Bgy
TANGCAL PROPER,103521024,Bgy
TUBOD (CAPITAL),103522000,Mun
BARAKANAS,103522001,Bgy
BARIS (LUMANGCULOB),103522002,Bgy
BUALAN,103522003,Bgy
BULOD,103522004,Bgy
CAMP V,103522005,Bgy
CANDIS,103522006,Bgy
CANIOGAN,103522007,Bgy
DALAMA,103522008,Bgy
KAKAI RENABOR,103522010,Bgy
KALILANGAN,103522011,Bgy
LICAPAO,103522012,Bgy
MALINGAO,103522014,Bgy
PALAO,103522015,Bgy
PATUDAN,103522016,Bgy
PIGCARANGAN,103522017,Bgy
PINPIN,103522018,Bgy
POBLACION,103522019,Bgy
PUALAS,103522020,Bgy
SAN ANTONIO,103522021,Bgy
SANTO NIÑO,103522022,Bgy
TADEN,103522023,Bgy
TANGUEGUIRON,103522024,Bgy
TAGURANAO,103522025,Bgy
TUBARAN,103522026,Bgy
PANTAR,103523000,Mun
BANGCAL,103523001,Bgy
BUBONG MADAYA,103523003,Bgy
BOWI,103523005,Bgy
CABASARAN,103523006,Bgy
CADAYONAN,103523007,Bgy
CAMPONG,103523008,Bgy
DIBAROSAN,103523010,Bgy
KALANGANAN EAST,103523012,Bgy
KALANGANAN LOWER,103523013,Bgy
KALILANGAN,103523014,Bgy
PANTAO-MARUG,103523016,Bgy
PANTAO-RANAO,103523017,Bgy
PANTAR EAST,103523018,Bgy
POBLACION,103523019,Bgy
PITUBO,103523021,Bgy
POONA-PUNOD,103523022,Bgy
PUNOD,103523023,Bgy
SUNDIGA-PUNOD,103523026,Bgy
TAWANAN,103523029,Bgy
WEST PANTAR,103523030,Bgy
LUMBA-PUNOD,103523031,Bgy
MISAMIS OCCIDENTAL,104200000,Prov
ALORAN,104201000,Mun
BALINTONGA,104201001,Bgy
BANISILON,104201002,Bgy
BURGOS,104201003,Bgy
CALUBE,104201004,Bgy
CAPUTOL,104201005,Bgy
CASUSAN,104201006,Bgy
CONAT,104201007,Bgy
CULPAN,104201008,Bgy
DALISAY,104201009,Bgy
DULLAN,104201010,Bgy
IBABAO,104201011,Bgy
TUBOD (JUAN BACAYO),104201012,Bgy
LABO,104201013,Bgy
LAWA-AN,104201014,Bgy
LOBOGON,104201015,Bgy
LUMBAYAO,104201016,Bgy
MAKAWA,104201017,Bgy
MANAMONG,104201018,Bgy
MATIPAZ,104201019,Bgy
MAULAR,104201020,Bgy
MITAZAN,104201021,Bgy
MOHON,104201022,Bgy
MONTERICO,104201023,Bgy
NABUNA,104201024,Bgy
PALAYAN,104201025,Bgy
PELONG,104201026,Bgy
OSPITAL (POB.),104201027,Bgy
ROXAS,104201028,Bgy
SAN PEDRO,104201029,Bgy
SANTA ANA,104201030,Bgy
SINAMPONGAN,104201031,Bgy
TAGUANAO,104201032,Bgy
TAWI-TAWI,104201033,Bgy
TORIL,104201034,Bgy
TUBURAN,104201035,Bgy
ZAMORA,104201036,Bgy
MACUBON (SINA-AD),104201037,Bgy
TUGAYA,104201038,Bgy
BALIANGAO,104202000,Mun
DEL PILAR,104202001,Bgy
LANDING,104202002,Bgy
LUMIPAC,104202003,Bgy
LUSOT,104202004,Bgy
MABINI,104202005,Bgy
MAGSAYSAY,104202006,Bgy
MISOM,104202007,Bgy
MITACAS,104202008,Bgy
NABUROS,104202009,Bgy
NORTHERN POBLACION,104202010,Bgy
PUNTA MIRAY,104202011,Bgy
PUNTA SULONG,104202012,Bgy
SINIAN,104202013,Bgy
SOUTHERN POBLACION,104202014,Bgy
TUGAS,104202015,Bgy
BONIFACIO,104203000,Mun
BAG-ONG ANONANG,104203002,Bgy
BAGUMBANG,104203003,Bgy
BAYBAY,104203004,Bgy
BOLINSONG,104203005,Bgy
BUENAVISTA,104203006,Bgy
BURACAN,104203007,Bgy
CALOLOT,104203009,Bgy
DIMALCO,104203010,Bgy
DULLAN,104203011,Bgy
KANAOKANAO,104203012,Bgy
